Universidad,Facultad,Título,Tipo de Título,Duración,Condiciones de Ingreso,Domicilio,Teléfono,Web,Mail,Disciplina
Universidad de Morón,Facultad de Ciencias Aplicadas al Turismo y la Población,Técnico Universitario en Turismo,Técnico Instrumental,3 Años,Consulte con la Institución,Machado 854 - Moron - Buenos Aires ,(0011) 56272000,http://www.unimoron.edu.ar/ ,infocarreras@unimoron.edu.ar,Demografía y Geografía
Universidad de Palermo,Facultad de Ciencias Económicas,Licenciado en Hotelería,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Larrea 1079 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(011) 51994500,www.palermo.edu ,informes@palermo.edu,Demografía y Geografía
Universidad de Palermo,Facultad de Ciencias Económicas,Licenciado en Turismo,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Larrea 1079 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(011) 51994500,www.palermo.edu ,informes@palermo.edu,Demografía y Geografía
Universidad de Palermo,Facultad de Ciencias Económicas,Técnico Operador Turístico,Título Intermedio,3 Años,Asistencia a Curso de Ingreso o Nivelación,Larrea 1079 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(011) 51994500,www.palermo.edu ,informes@palermo.edu,Demografía y Geografía
Universidad Empresarial Siglo 21,Grado,Licenciado en Gestión Turística,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,Demografía y Geografía
Universidad Empresarial Siglo 21,Grado,Licenciado en Gestión Turística - MD,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,Demografía y Geografía
Universidad Empresarial Siglo 21,Grado,Técnico Universitario en Hotelería,Título Intermedio,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,Demografía y Geografía
Universidad Empresarial Siglo 21,Grado,Técnico Universitario en Turismo,Título Intermedio,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Calle de los Latinos 8555 - Córdoba - Córdoba ,(00810) 5550202,http://www.21.edu.ar/ ,informes@uesiglo21.edu.ar,Demografía y Geografía
Universidad Gastón Dachary,Departamento de Ciencias Económicas y Empresariales,Licenciado en Hotelería y Turismo,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Salta 1968 - Posadas - Misiones ,(0376) 4438677,http://www.ugd.edu.ar ,academica@dachary.edu.ar,Demografía y Geografía
Universidad Juan Agustín Maza,Facultad de Enología y Agroindustrias,Sommelier,Técnico Instrumental,2 Años,Asistencia a Curso de Ingreso o Nivelación,Av de Acceso Este 2245 - San Jose (Dpto. Guaymallen) - Mendoza ,(00261) 4056200,http://www.umaza.edu.ar ,informes@umaza.edu.ar,Demografía y Geografía
Universidad Maimónides,"Facultad de Humanidades, Ciencias Sociales y Empresariales",Licenciado en Turismo,Grado,4 Años,Ingreso Directo,Hidalgo 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49051100,www.maimonides.edu ,informes@maimonides.edu,Demografía y Geografía
Universidad Maimónides,"Facultad de Humanidades, Ciencias Sociales y Empresariales",Técnico en Servicios Turísticos,Título Intermedio,3 Años,Ingreso Directo,Hidalgo 775 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 49051100,www.maimonides.edu ,informes@maimonides.edu,Demografía y Geografía
Universidad Metropolitana para la Educación y el Trabajo,"FACULTAD DE TURISMO, EDUCACIÓN FÍSICA Y DEPORTES",Licenciado en Turismo,Grado,4 Años,Ingreso Directo,Sarmiento 2037 - Ciudad Autonoma de Buenos Aires - Ciudad Autonoma de Buenos Aires ,(0011) 53546669,www.umet.edu.ar ,info@umet.edu.ar,Demografía y Geografía
Universidad Nacional de Avellaneda,Departamento de Ambiente y Turismo,Guía Universitario en Turismo,Otros Pregrados,3 Años,Consulte con la Institución,España 350 - Avellaneda - Buenos Aires ,(011) 42292430,http://www.undav.edu.ar ,secacad@undav.edu.ar,Demografía y Geografía
Universidad Nacional de Avellaneda,Departamento de Ambiente y Turismo,Licenciado en Guiado de Viajes y Turismo,Grado,4 Años,Consulte con la Institución,España 350 - Avellaneda - Buenos Aires ,(011) 42292430,http://www.undav.edu.ar ,secacad@undav.edu.ar,Demografía y Geografía
Universidad Nacional de Avellaneda,Departamento de Ambiente y Turismo,Licenciado en Guiado de Viajes y Turismo - Ciclo de Complementacion Curricular,Ciclo de Complementación Curricular,2 Años,Consulte con la Institución,España 350 - Avellaneda - Buenos Aires ,(011) 42292430,http://www.undav.edu.ar ,secacad@undav.edu.ar,Demografía y Geografía
Universidad Nacional de Catamarca,Facultad de Humanidades,Licenciado en Geografía,Grado,5 Años,Entrevista de Admisión,Avenida Belgrano 300 - San Fernando del Valle de Catamarca - Catamarca ,(003833) 422708,http://www.unca.edu.ar/ ,leseg@satlink.com,Demografía y Geografía
Universidad Nacional de Catamarca,Facultad de Humanidades,Licenciado en Turismo - Ciclo de Licenciatura,Ciclo de Licenciatura,2 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avenida Belgrano 300 - San Fernando del Valle de Catamarca - Catamarca ,(003833) 422708,http://www.unca.edu.ar/ ,leseg@satlink.com,Demografía y Geografía
Universidad Nacional de Catamarca,Facultad de Humanidades,Profesor en Geografía,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Avenida Belgrano 300 - San Fernando del Valle de Catamarca - Catamarca ,(003833) 422708,http://www.unca.edu.ar/ ,leseg@satlink.com,Demografía y Geografía
Universidad Nacional de Chilecito,Escuela de Ciencias Agrarias,Sommelier Universitario con Orientación Comercial,Otros Pregrados,3 Años,Consulte con la Institución,9 de Julio 22 - Chilecito - La Rioja ,(003825) 427200,www.undec.edu.ar ,direccionagro@undec.edu.ar; nmariano@undec.edu.ar,Demografía y Geografía
Universidad Nacional de Chilecito,Escuela de Desarrollo Local,Guía Universitario de Turismo,Otros Pregrados,5 Cuatrimestres,Asistencia a Curso de Ingreso o Nivelación,9 de Julio 22 - Chilecito - La Rioja ,(003825) 427200,www.undec.edu.ar ,msoteras@undec.edu.ar,Demografía y Geografía
Universidad Nacional de Chilecito,Escuela de Desarrollo Local,Licenciado en Turismo y Desarrollo Local,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,9 de Julio 22 - Chilecito - La Rioja ,(003825) 427200,www.undec.edu.ar ,msoteras@undec.edu.ar,Demografía y Geografía
Universidad Nacional de Chilecito,Escuela de Desarrollo Local,Técnico Universitario en Gestión de Emprendimientos Turísticos,Otros Pregrados,3 Años,Asistencia a Curso de Ingreso o Nivelación,9 de Julio 22 - Chilecito - La Rioja ,(003825) 427200,www.undec.edu.ar ,msoteras@undec.edu.ar,Demografía y Geografía
Universidad Nacional de Córdoba,Facultad de Ciencias de la Comunicación,Técnico en Comunicación y Turismo - MD,Otros Pregrados,2 Años,Consulte con la Institución,Av. Valparaíso - Cd. Universitaria S/N - Córdoba - Córdoba ,(0351) 4334160,www.fcc.unc.edu.ar ,academica@fcc.unc.edu.ar,Demografía y Geografía
Universidad Nacional de Córdoba,Facultad de Filosofía y Humanidades,Licenciado en Geografía,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Pabellón Residencial - C. Universitaria . - Córdoba - Córdoba ,(00351) 4333060,www.ffyh.unc.edu.ar ,saca@ffyh.unc.edu.ar,Demografía y Geografía
Universidad Nacional de Cuyo,Facultad de Filosofía y Letras,Geógrafo,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Centro Univ. - Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,(00261) 4230915,www.ffyl.uncu.edu.ar ,ffyl@logos.uncu.edu.ar,Demografía y Geografía
Universidad Nacional de Cuyo,Facultad de Filosofía y Letras,Licenciado en Geografía,Grado,5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Centro Univ. - Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,(00261) 4230915,www.ffyl.uncu.edu.ar ,ffyl@logos.uncu.edu.ar,Demografía y Geografía
Universidad Nacional de Cuyo,Facultad de Filosofía y Letras,Licenciado en Turismo,Grado,4 Años,Consulte con la Institución,Centro Univ. - Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,(00261) 4230915,www.ffyl.uncu.edu.ar ,ffyl@logos.uncu.edu.ar,Demografía y Geografía
Universidad Nacional de Cuyo,Facultad de Filosofía y Letras,Profesor de Grado Universitario en Geografía,Grado,4.5 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Centro Univ. - Parque Gral. San Martín Sin nro. - Mendoza - Mendoza ,(00261) 4230915,www.ffyl.uncu.edu.ar ,ffyl@logos.uncu.edu.ar,Demografía y Geografía
Universidad Nacional de Cuyo,Facultad de Filosofía y Letras - Delegación Zona Este,"Técnico Universitario en Cartografía, Sistemas de Información Geográfica y Teledetección",Técnico Instrumental,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Campus Universitario Múltiple-Alem y 25 630 - San Martin - Mendoza ,(002623) 4432041,www.ffyl.uncu.edu.ar ,sanmartincampus@gmail.com,Demografía y Geografía
Universidad Nacional de Entre Ríos,Facultad de Ciencias de la Administración,Licenciado en Turismo,Grado,5 Años,Ingreso Directo,Monseñor Tavella 1424 - Concordia - Entre Ríos ,(00345) 4231400,https://www.fcad.uner.edu.ar ,informes@fcad.uner.edu.ar,Demografía y Geografía
Universidad Nacional de Formosa,Facultad de Humanidades,Licenciado en Geografía,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Avenida Gobernador Gutnisky 3200 - Formosa - Formosa ,(0370) 4452473,www.unf.edu.ar ,decanatofh@unf.edu.ar,Demografía y Geografía
Universidad Nacional de Formosa,Facultad de Humanidades,Profesor en Geografía,Grado,4 Años,Asistencia a Curso de Ingreso o Nivelación,Avenida Gobernador Gutnisky 3200 - Formosa - Formosa ,(0370) 4452473,www.unf.edu.ar ,decanatofh@unf.edu.ar,Demografía y Geografía
Universidad Nacional de Formosa,Facultad de la Producción y Medio Ambiente,Licenciado en Turismo,Grado,5 Años,Ingreso Directo,Avda. San Martín y Rivadavia s/n - Laguna Blanca - Formosa ,(0370) 4423905,www.unf.edu.ar ,deacadem@unf.edu.ar - secadem@unf.edu.ar,Demografía y Geografía
Universidad Nacional de General Sarmiento,Instituto del Conurbano,Técnico Superior en Sistemas de Información Geográfica,Otros Pregrados,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,Juan María Gutierrez 1150 - Los Polvorines - Buenos Aires ,(0011) 44697793,www.ungs.edu.ar ,mquereje@ungs.edu.ar,Demografía y Geografía
Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,Licenciado en Turismo,Grado,4 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,29 de Septiembre 3901 - Remedios de Escalada - Buenos Aires ,(0011) 55335600,www.unla.edu.ar ,ddpyt@unla.edu.ar,Demografía y Geografía
Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,Licenciado en Turismo - Ciclo de Licenciatura,Ciclo de Licenciatura,2 Años,Ingreso Directo,29 de Septiembre 3901 - Remedios de Escalada - Buenos Aires ,(0011) 55335600,www.unla.edu.ar ,ddpyt@unla.edu.ar,Demografía y Geografía
Universidad Nacional de Lanús,Departamento de Desarrollo Productivo y Tecnológico,Técnico Universitario en Turismo,Título Intermedio,3 Años,Asistencia y Aprobación a Curso de Ingreso o Nivelación,29 de Septiembre 3901 - Remedios de Escalada - Buenos Aires ,(0011) 55335600,www.unla.edu.ar ,ddpyt@unla.edu.ar,Demografía y Geografía
Universidad Nacional de La Pampa,Facultad de Ciencias Humanas,Guía Universitario en Turismo,Título Intermedio,2.5 Años,Ingreso Directo,C.Gil 353 - Santa Rosa - La Pampa ,(002954) 451611,www.fchst.unlpam.edu.ar ,dpto_alu@fchst.unlpam.edu.ar,Demografía y Geografía
Universidad Nacional de La Pampa,Facultad de Ciencias Humanas,Licenciado en Geografía,Grado,4 Años,Ingreso Directo,C.Gil 353 - Santa Rosa - La Pampa ,(002954) 451611,www.fchst.unlpam.edu.ar ,dpto_alu@fchst.unlpam.edu.ar,Demografía y Geografía
Universidad Nacional de La Pampa,Facultad de Ciencias Humanas,Licenciado en Turismo,Grado,5 Años,Ingreso Directo,C.Gil 353 - Santa Rosa - La Pampa ,(002954) 451611,www.fchst.unlpam.edu.ar ,dpto_alu@fchst.unlpam.edu.ar,Demografía y Geografía
Universidad Nacional de La Pampa,Facultad de Ciencias Humanas,Profesor en Geografía,Grado,4 Años,Ingreso Directo,C.Gil 353 - Santa Rosa - La Pampa ,(002954) 451611,www.fchst.unlpam.edu.ar ,dpto_alu@fchst.unlpam.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA CALETA OLIVIA,Licenciado en Turismo,Grado,4 Años,Ingreso Directo,RUTA NACIONAL 3 - ACC. NORTE 9011 - Caleta Olivia - Santa Cruz ,(00297) 4852888,http://www.uaco.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA CALETA OLIVIA,Licenciado en Turismo - MD,Grado,5 Años,Ingreso Directo,RUTA NACIONAL 3 - ACC. NORTE 9011 - Caleta Olivia - Santa Cruz ,(00297) 4852888,http://www.uaco.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA CALETA OLIVIA,Técnico Universitario en Turismo,Técnico Instrumental,3 Años,Ingreso Directo,RUTA NACIONAL 3 - ACC. NORTE 9011 - Caleta Olivia - Santa Cruz ,(00297) 4852888,http://www.uaco.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA CALETA OLIVIA,Técnico Universitario en Turismo - MD,Técnico Instrumental,3 Años,Ingreso Directo,RUTA NACIONAL 3 - ACC. NORTE 9011 - Caleta Olivia - Santa Cruz ,(00297) 4852888,http://www.uaco.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA PUERTO SAN JULIAN,Licenciado en Turismo,Grado,4 Años,Ingreso Directo,COLON esq. SARMIENTO - Bº 200 VIV. s/n - Puerto San Julian - Santa Cruz ,(002962) 452319,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA PUERTO SAN JULIAN,Licenciado en Turismo - MD,Grado,5 Años,Ingreso Directo,COLON esq. SARMIENTO - Bº 200 VIV. s/n - Puerto San Julian - Santa Cruz ,(002962) 452319,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA PUERTO SAN JULIAN,Técnico Universitario en Turismo,Técnico Instrumental,3 Años,Ingreso Directo,COLON esq. SARMIENTO - Bº 200 VIV. s/n - Puerto San Julian - Santa Cruz ,(002962) 452319,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA PUERTO SAN JULIAN,Técnico Universitario en Turismo - MD,Técnico Instrumental,3 Años,Ingreso Directo,COLON esq. SARMIENTO - Bº 200 VIV. s/n - Puerto San Julian - Santa Cruz ,(002962) 452319,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA RIO GALLEGOS,Licenciado en Geografía,Grado,4 Años,Ingreso Directo,LISANDRO DE LA TORRE 1070 - Rio Gallegos - Santa Cruz ,(002966) 442313,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA RIO GALLEGOS,Licenciado en Turismo,Grado,4 Años,Ingreso Directo,LISANDRO DE LA TORRE 1070 - Rio Gallegos - Santa Cruz ,(002966) 442313,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA RIO GALLEGOS,Licenciado en Turismo - MD,Grado,5 Años,Ingreso Directo,LISANDRO DE LA TORRE 1070 - Rio Gallegos - Santa Cruz ,(002966) 442313,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA RIO GALLEGOS,Profesor en Geografía,Grado,8 Cuatrimestres,Ingreso Directo,LISANDRO DE LA TORRE 1070 - Rio Gallegos - Santa Cruz ,(002966) 442313,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA RIO GALLEGOS,Técnico Universitario en Turismo,Técnico Instrumental,3 Años,Ingreso Directo,LISANDRO DE LA TORRE 1070 - Rio Gallegos - Santa Cruz ,(002966) 442313,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA RIO GALLEGOS,Técnico Universitario en Turismo - MD,Técnico Instrumental,3 Años,Ingreso Directo,LISANDRO DE LA TORRE 1070 - Rio Gallegos - Santa Cruz ,(002966) 442313,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA RIO TURBIO,Licenciado en Turismo,Grado,4 Años,Ingreso Directo,AV. DE LOS MINEROS 1260 - El Turbio - Santa Cruz ,(002902) 421377,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA RIO TURBIO,Licenciado en Turismo - MD,Grado,5 Años,Ingreso Directo,AV. DE LOS MINEROS 1260 - El Turbio - Santa Cruz ,(002902) 421377,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA RIO TURBIO,Técnico Universitario en Turismo,Técnico Instrumental,3 Años,Ingreso Directo,AV. DE LOS MINEROS 1260 - El Turbio - Santa Cruz ,(002902) 421377,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia Austral,UNIDAD ACADEMICA RIO TURBIO,Técnico Universitario en Turismo - MD,Técnico Instrumental,3 Años,Ingreso Directo,AV. DE LOS MINEROS 1260 - El Turbio - Santa Cruz ,(002902) 421377,http://www.unpa.edu.ar/ ,wmaster@unpa.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Humanidades y Ciencias Sociales - Sede Comodoro Rivadavia,Licenciado en Geografía,Grado,5 Años,Ingreso Directo,Ruta Provincial Nº 1 - Km4 sd - Comodoro Rivadavia - Chubut ,(00297) 4557318,www.unp.edu.ar ,decanafhycs@unp.edu.ar,Demografía y Geografía
Universidad Nacional de la Patagonia San Juan Bosco,Facultad de Humanidades y Ciencias Sociales - Sede Comodoro Rivadavia,Licenciado en Turismo,Grado,5 Años,Ingreso Directo,Ruta Provincial Nº 1 - Km4 sd - Comodoro Rivadavia - Chubut ,(00297) 4557318,www.unp.edu.ar ,decanafhycs@unp.edu.ar,Demografía y Geografía
