long,lat,objectid,cui,cueanexo,cue,anexo,sector,dom_edific,dom_establ,nombre_estab,nombre_abrev,telefono,email,codpost,pagina_web,nivmod,nivelmodal,depfun,de,comunas,barrio,codigo_postal,codigo_postal_argentino,areaprogra,estado,point_x,point_y,nivel,tipest,tipoesta
-58.3891356061186,-34.6273549298066,45,200167,20195800,201958,0,1,Avda. Juan de Garay 1684,Avda. Juan de Garay 1684,Inst. Vocacional de Arte,I Vocacional de Arte,4305-3836,ivarte@hotmail.com / ivasecretaria@gmail.com,C1153,http://www.buenosaires.gob.ar/areas/cultura/dg_ens_art/?menu_id=334,IniCom - OSECom,Nivel Inicial Común - Otros Servicios Educativos de la modalidad Común,Ministerio de Cultura,3.0,1.0,CONSTITUCION,1153,C1153ACO,05 - HOSP PENNA,1,106800.8659,100209.988,Inicial Común - Otros Servicios Educativos de la modalidad Común,No Corresponde - Cultura,(No Corresponde - Cultura)
-58.4834416691157,-34.6404241411184,46,200654,20195801,201958,1,1,Pío Collivadino 470,Pío Collivadino 470,Inst. Vocacional de Arte,I Vocacional de Arte,4671-2911,ivarte@hotmail.com / ivasecretaria@gmail.com,C1407,http://www.buenosaires.gob.ar/areas/cultura/dg_ens_art/?menu_id=334,IniCom - OSECom,Nivel Inicial Común - Otros Servicios Educativos de la modalidad Común,Ministerio de Cultura,13.0,9.0,PARQUE AVELLANEDA,1407,C1407JOB,06 - HOSP PIÑERO,1,98153.2907,98762.4351,Inicial Común - Otros Servicios Educativos de la modalidad Común,No Corresponde - Cultura,(No Corresponde - Cultura)
-58.4469027471385,-34.6351229991974,47,200437,20195802,201958,2,1,Avda. Curapaligüe 1026,Avda. Curapaligüe 1026,Inst. Vocacional de Arte,I Vocacional de Arte,4921-7822/4922-9621,ivarte@hotmail.com /  ivasecretaria@gmail.com,C1406,http://www.buenosaires.gob.ar/areas/cultura/dg_ens_art/?menu_id=334,IniCom - OSECom,Nivel Inicial Común - Otros Servicios Educativos de la modalidad Común,Ministerio de Cultura,8.0,7.0,PARQUE CHACABUCO,1406,C1406DAX,06 - HOSP PIÑERO,1,101503.4792,99350.5938,Inicial Común - Otros Servicios Educativos de la modalidad Común,No Corresponde - Cultura,(No Corresponde - Cultura)
-58.4601795659981,-34.6381958368134,48,200560,20196900,201969,0,1,Varela 753,Varela 753,CENOF Centro Varela - Esc. Primaria 12/11°,CENOF Varela,4611-1152,cnf.varela@bue.edu.ar,C1406,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Gerencia Operativa de Formación Laboral,11.0,7.0,FLORES,1406,C1406EKO,06 - HOSP PIÑERO,1,100286.0989,99009.8225,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Centro de Educación No Formal,CENOF (Centro de Educación No Formal)
-58.408776829958,-34.5856509325064,49,200014,20197100,201971,0,1,Juncal 3131,Juncal 3131,CENOF Centro Juncal - Esc. Primaria 16/01°,CENOF Juncal,4804-2411,cnf_juncal@hotmail.com,C1425,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Gerencia Operativa de Formación Laboral,1.0,14.0,PALERMO,1425,C1425AYO,04 - HOSP FERNANDEZ,1,105002.2367,104837.4921,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Centro de Educación No Formal,CENOF (Centro de Educación No Formal)
-58.4115490027057,-34.6178057579835,50,200303,20203100,202031,0,1,Agrelo 3231,Agrelo 3231,"CENOF D.E. 06 ""Centro Municipal del Tango"" - Esc. Primaria 12/06°",CENOF Centro Muni del Tango,4957-1382,cnf.cetba@bue.edu.ar,C1224,http://www.buenosaires.gob.ar/educacion/educacionytrabajo?menu_id=20091,OSEAdu,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Gerencia Operativa de Formación Laboral,6.0,3.0,BALVANERA,1224,C1224ABC,08 - HOSP RAMOS MEJIA,1,104746.0927,101270.5838,Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Centro de Educación No Formal,CENOF (Centro de Educación No Formal)
-58.486554155661,-34.5505111628247,51,200518,20236304,202363,4,1,Avda. Ruiz Huidobro 3853,Avda. Ruiz Huidobro 3853,Centro de Actividades Infantiles y Juveniles Saavedra Mitre,CAIyJ Saavedra Mitre,4342-5685/2384INT628,clubdejovenes@buenosaires.gob.ar,C1430,http://www.buenosaires.gob.ar/areas/educacion/dgie/clubes_infantiles.php?menu_id=31761,OSECom,Otros Servicios Educativos de la modalidad Común,Subsecretaría de Coordinación Pedagógica y Equidad Educativa,10.0,12.0,SAAVEDRA,1430,C1430CJF,07 - HOSP PIROVANO,1,97865.5624,108736.7034,Otros Servicios Educativos de la modalidad Común,Centro de Actividades Infantiles y Juveniles,CAIJ (Centro de Actividades Infantiles y Juveniles)
-58.433388378517,-34.6049987442329,52,202157,20275300,202753,0,2,Avda. Patricias Argentinas 351,Avda. Patricias Argentinas 351,Jardín Maternal Stella Maris,JM Stella Maris,4103-5370,jardinmaternalsm@hotmail.com,C1405,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,OSECom,Otros Servicios Educativos de la modalidad Común,GO Registro de Institutos Educativos Asistenciales,2.0,6.0,CABALLITO,1405,C1405BWD,03 - HOSP DURAND,1,102743.6036,102692.1091,Otros Servicios Educativos de la modalidad Común,Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial,RIEA (Instituto Educativo Asistencial no Incorporado a la Enseñanza Oficial)
-58.4684995628855,-34.5583919962714,53,202615,20213400,202134,0,2,Conesa 2906,Conesa 2906,Inst. Superior Edusalud de Ciencias de la Salud,I Sup Edusalud,4542-2424,edusalud@edusalud.org.ar,C1429,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,10.0,13.0,BELGRANO,1429,C1429ALB,07 - HOSP PIROVANO,1,99522.745,107862.7067,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4526365827607,-34.657751562628,54,202388,20295000,202950,0,1,Avda. Riestra 3300,Avda. Riestra 3300,Jardín Maternal N°15/19°,JM 15/19,4919-8760,dei_jm15_de19@bue.edu.ar,C1437,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,19.0,8.0,VILLA SOLDATI,1437,C1437HJW,06 - HOSP PIÑERO,1,100977.4844,96840.3821,Inicial Común,Jardín Maternal,JM (Jardín Maternal)
-58.4254904193347,-34.612518004102,55,200388,20290800,202908,0,1,Rawson 42,Rawson 42,Centro Educativo de Nivel Secundario N° 92,CENS 92,4982-6454,deaa_cens92_de7@bue.edu.ar,C1182,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,7.0,5.0,ALMAGRO,1182,C1182ABB,03 - HOSP DURAND,1,103467.7336,101857.7331,Secundario de Jóvenes y Adultos,Centro Educativo de Nivel Secundario,CENS (Centro Educativo de Nivel Secundario)
-58.4745566230609,-34.6648778938852,56,202351,20184524,201845,24,1,Avda. Tte. Gral. Dellepiane 4901 Bº Copello,Avda. Tte. Gral. Dellepiane 4901 Bº Copello,"Centro de Alfabetización, Educación Básica y Trabajo N° 86 C Cultural B° Copello",CAEByT 86,4300-7915,paebyt@gmail.com,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,13.0,8.0,VILLA LUGANO,,,06 - HOSP PIÑERO,1,98968.2415,96049.8092,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos","PAEByT (Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos)"
-58.3922388179559,-34.5901862570493,57,200001,20116000,201160,0,1,Ayacucho 1680,Ayacucho 1680,Esc. Primaria Común N° 01 Juan José Castelli,EPjc 01,4803-9149,escpri1de1@gmail.com,C1112,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,1.0,2.0,RECOLETA,1112,C1112AAD,04 - HOSP FERNANDEZ,1,106519.1811,104333.4398,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.3922388179559,-34.5901862570493,58,200001,20184700,201847,0,1,Ayacucho 1680,Ayacucho 1680,UGEE N° 01 Unidad de Gestión Educativa Experimental N° 01,UGEE 01,4806-3698,deaa_ue1_de1@bue.edu.ar,C1112,http://www.buenosaires.gob.ar/areas/educacion/niveles/adultos/oferta.php?menu_id=12643,SecAdu,Nivel Secundario de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,1.0,2.0,RECOLETA,1112,C1112AAD,04 - HOSP FERNANDEZ,1,106519.1811,104333.4398,Secundario de Jóvenes y Adultos,Unidad de Gestión Educativa Experimental,UE (Unidad de Gestión Educativa Experimental)
-58.4740662164482,-34.6638179656809,59,200648,20243900,202439,0,1,Basualdo 2850,Basualdo 2850,Escuela Infantil N° 04/13°,EI 04/13,4601-1123/1164,ei4de13@gmail.com,C1439,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,13.0,8.0,VILLA LUGANO,1439,C1439FDL,06 - HOSP PIÑERO,1,99013.1783,96167.3969,Inicial Común,Escuela Infantil,EI (Escuela Infantil)
-58.3848467803323,-34.5922643100367,60,200002,20113300,201133,0,1,Avda. Pte. Manuel Quintana 31,Avda. Pte. Manuel Quintana 31/07,Esc. Primaria Común N° 02 Domingo Faustino Sarmiento,EPjs 02,4811-2795,escpri2de1@gmail.com,C1014,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,1.0,1.0,RETIRO,1014,C1014ACA,04 - HOSP FERNANDEZ,1,107197.156,104102.4166,Primario Común,Escuela de Jornada Simple,JS (Escuela de Jornada Simple)
-58.3848467803323,-34.5922643100367,61,200002,20302804,203028,4,1,Avda. Pte. Manuel Quintana 31,Avda. Pte. Manuel Quintana 31,ESEA en Danza Ramicone Curso Vocacional de Folklore N° 04,CV Folk 04,4811-2795/4642-5554 INT 103,vocacionales2010@yahoo.com.ar,C1014,http://www.buenosaires.gob.ar/areas/educacion/niveles/art/?menu_id=9765,OSECom,Otros Servicios Educativos de la modalidad Común,Dir de Educación Artística,1.0,1.0,RETIRO,1014,C1014ACA,04 - HOSP FERNANDEZ,1,107197.156,104102.4166,Otros Servicios Educativos de la modalidad Común,Escuela Superior de Educación Artística,ESEA (Escuela Superior de Educación Artística)
-58.3885933879345,-34.5959533334746,62,200003,20116100,201161,0,1,Avda. Santa Fe 1510,Avda. Santa Fe 1510,Esc. Primaria Común N° 03 Dr. Onésimo Leguizamón,EPjc 03,4811-9814,escpri3de1@gmail.com,C1060,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,1.0,2.0,RECOLETA,1060,C1060ABO,04 - HOSP FERNANDEZ,1,106853.1466,103693.4403,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.3885933879345,-34.5959533334746,63,200003,20039300,200393,0,1,Avda. Santa Fe 1510,Avda. Santa Fe 1510,Esc. Primaria p/Adultos N° 03 Dr. Onésimo Leguizamón,EPA 03,4811-9814,deaa_ep3_de1@bue.edu.ar,C1060,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,1.0,2.0,RECOLETA,1060,C1060ABO,04 - HOSP FERNANDEZ,1,106853.1466,103693.4403,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Escuela Primaria para Adultos,EP (Escuela Primaria para Adultos)
-58.3723990854815,-34.6024242122311,64,200004,20112200,201122,0,1,Reconquista 461,Reconquista 461,Esc. Primaria Común N° 04 De Catedral al Norte José Manuel Estrada,EPjc 04,4312-0918,escpri4de1@gmail.com,C1003,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,1.0,1.0,SAN NICOLAS,1003,C1003ABI,02 - HOSP ARGERICH,1,108338.0827,102974.3943,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.3723990854815,-34.6024242122311,65,200004,20096500,200965,0,1,Reconquista 461,Reconquista 461,Centro Educativo de Nivel Secundario N° 08 Dr. Luis Federico Leloir,CENS 08,4312-0918,cens8@yahoo.com.ar,C1003,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/secundaria,SecAdu,Nivel Secundario de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,1.0,1.0,SAN NICOLAS,1003,C1003ABI,02 - HOSP ARGERICH,1,108338.0827,102974.3943,Secundario de Jóvenes y Adultos,Centro Educativo de Nivel Secundario,CENS (Centro Educativo de Nivel Secundario)
-58.3912931982241,-34.6003988626367,66,200005,20024900,200249,0,1,Rodríguez Peña 747,Rodríguez Peña 747,Jardín de Infantes Nucleado A (EPCjs 05/01°) [Sede],JIN A-00 (05),4813-2547,jinadeprimero@gmail.com,C1020,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,1.0,1.0,SAN NICOLAS,1020,C1020ADO,08 - HOSP RAMOS MEJIA,1,106605.1315,103200.4619,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.3912931982241,-34.6003988626367,67,200005,20025100,200251,0,1,Rodríguez Peña 747,Rodríguez Peña 747,Esc. Primaria Común N° 05 Nicolás Rodríguez Peña,EPjs 05,4811-9190,escpri5de1@gmail.com,C1020,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,1.0,1.0,SAN NICOLAS,1020,C1020ADO,08 - HOSP RAMOS MEJIA,1,106605.1315,103200.4619,Primario Común,Escuela de Jornada Simple,JS (Escuela de Jornada Simple)
-58.3730547946134,-34.6434211974474,68,200193,20184500,201845,0,1,Benito Quinquela Martín 1649,Montes de Oca 1356,"Centro de Alfabetización, Educación Básica y Trabajo",CAEByT,4300-7915,paebyt@gmail.com,C1296,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,4.0,4.0,BARRACAS,1270,C1270ABN,02 - HOSP ARGERICH,1,108273.8931,98426.5002,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,"Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos","PAEByT (Programa de Alfabetización, Educación Básica y Trabajo para Jóvenes y Adultos)"
-58.3944711602744,-34.60826527516,69,201110,20219300,202193,0,2,Bartolomé Mitre 1970,Bartolomé Mitre 1970,Centro de Estudios Organizacionales,C E Organizacionales,4951-7030/7680,informes@institutoceo.org.ar,C1039,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,SNUCom,Nivel Superior No Universitario Común,Dir Gral de Educación de Gestión Privada,1.0,3.0,BALVANERA,1039,C1039AAD,08 - HOSP RAMOS MEJIA,1,106313.0277,102328.0161,Superior No Universitario Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.4343250265386,-34.58449615748,70,201460,20200500,202005,0,2,El Salvador 5470,El Salvador 5470,Inst. de Natación y Deportes,I de Natación y Deportes,4777-1472,instituto@natacionydeportes.com.ar,C1414,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,OSECom,Otros Servicios Educativos de la modalidad Común,Dir Gral de Educación de Gestión Privada,9.0,14.0,PALERMO,1414,C1414BQB,04 - HOSP FERNANDEZ,1,102658.3294,104966.5503,Otros Servicios Educativos de la modalidad Común,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3770196291123,-34.5930345614332,71,200006,20012100,200121,0,1,Basavilbaso 1295,Basavilbaso 1295,Esc. Primaria Común N° 06 French y Beruti,EPjc 06,4313-3224,escpri6de1@gmail.com,C1006,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,1.0,1.0,RETIRO,1006,C1006AAA,04 - HOSP FERNANDEZ,1,107915.1361,104016.3884,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.3770196291123,-34.5930345614332,72,200006,20166300,201663,0,1,Basavilbaso 1295,Juncal 690,Esc. Primaria p/Adultos N° 06 French y Beruti,EPA 06,4313-3224,deaa_ep6_de1@bue.edu.ar,C1062,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,1.0,1.0,RETIRO,1062,C1062ABB,04 - HOSP FERNANDEZ,1,107915.1361,104016.3884,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Escuela Primaria para Adultos,EP (Escuela Primaria para Adultos)
-58.3837374263861,-34.6016744880781,73,200007,20024901,200249,1,1,Libertad 581,Libertad 581,Jardín de Infantes Nucleado A (EPCjs 07/01°),JIN A-01 (07),4813-2547,jinadeprimero@gmail.com,C1012,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,1.0,1.0,SAN NICOLAS,1012,C1012AAK,08 - HOSP RAMOS MEJIA,1,107298.1098,103058.4361,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.3984282218166,-34.6071587551371,74,201069,20174700,201747,0,2,Tte. Gral. Juan Domingo Perón 2239,Tte. Gral. Juan Domingo Perón 2239,Inst. Oral Modelo,I Oral Modelo,4951-3300/2626,info@ioma.edu.ar,C1040,http://www.buenosaires.gob.ar/areas/educacion/gestion_privada/index.php?menu_id=19676,IniEsp - PriEsp,Nivel Inicial y Primario Especial,Dir Gral de Educación de Gestión Privada,1.0,3.0,BALVANERA,1040,C1040AAI,08 - HOSP RAMOS MEJIA,1,105950.1599,102451.0045,Inicial y Primario Especial,Instituto Educativo Incorporado a la Enseñanza Oficial,IEIEO (Instituto Educativo Incorporado a la Enseñanza Oficial)
-58.3837374263861,-34.6016744880781,75,200007,20109900,201099,0,1,Libertad 581,Libertad 581,Esc. Primaria p/Adultos N° 07 Presidente Roca,EPA 07,4382-2488,deaa_ep7_de1@bue.edu.ar,C1012,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,1.0,1.0,SAN NICOLAS,1012,C1012AAK,08 - HOSP RAMOS MEJIA,1,107298.1098,103058.4361,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Escuela Primaria para Adultos,EP (Escuela Primaria para Adultos)
-58.3854715767526,-34.6007470733945,76,200008,20024902,200249,2,1,Talcahuano 680,Talcahuano 680,Jardín de Infantes Nucleado A (EPCjc 08/01°),JIN A-02 (08),4813-2547,jinadeprimero@gmail.com,C1013,http://www.buenosaires.gob.ar/educacion/estudiantes/inicial?menu_id=9759,IniCom,Nivel Inicial Común,Dir de Educación Inicial,1.0,1.0,SAN NICOLAS,1013,C1013AAN,08 - HOSP RAMOS MEJIA,1,107139.1178,103161.4404,Inicial Común,Jardín de Infantes Nucleado,JIN (Jardín de Infantes Nucleado)
-58.3854715767526,-34.6007470733945,77,200008,20025000,200250,0,1,Talcahuano 680,Talcahuano 680,Esc. Primaria Común N° 08 Nicolás Avellaneda,EPjc 08,4371-9336/5748,escpri8de1@gmail.com,C1013,http://www.buenosaires.gob.ar/educacion/estudiantes/primario?menu_id=9760,PriCom,Nivel Primario Común,Dir de Educación Primaria,1.0,1.0,SAN NICOLAS,1013,C1013AAN,08 - HOSP RAMOS MEJIA,1,107139.1178,103161.4404,Primario Común,Escuela de Jornada Completa,JC (Escuela de Jornada Completa)
-58.3854715767526,-34.6007470733945,78,200008,20110000,201100,0,1,Talcahuano 680,Talcahuano 680,Esc. Primaria p/Adultos N° 08 Nicolás Avellaneda,EPA 08,4371-5748,deaa_ep8_de1@bue.edu.ar,C1013,http://www.buenosaires.gob.ar/educacion/estudiantes/adultos/primaria?menu_id=12643,PriAdu - OSEAdu,Nivel Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Dir de Educación del Adulto y del Adolescente,1.0,1.0,SAN NICOLAS,1013,C1013AAN,08 - HOSP RAMOS MEJIA,1,107139.1178,103161.4404,Primario de Jóvenes y Adultos - Otros Servicios Educativos de la modalidad de Jóvenes y Adultos,Escuela Primaria para Adultos,EP (Escuela Primaria para Adultos)
